Company,Employees,Company Location,Industry,Company URL,Descripcion,Technologies,Website,LinkedIn URL,Facebook URL,Twitter URL
Affective Software,4.0,"Seattle, Washington",,https://app.apollo.io/#/organizations/632f5b904c20af00a37f9232,,,,,,
Affiliated Acceptance Corporation,6.0,"Sunrise Beach, Missouri",,https://app.apollo.io/#/organizations/54a12a4269702d8b19868202,,,,,,
Affiliated Business Partners and Insurance Services Inc,2.0,"Newport Beach, California",Insurance,https://app.apollo.io/#/organizations/5f484bbc3b7b98000198ad3f,,,,,,
Affiliated Cabinet Group,1.0,"Centennial, Colorado",Building Materials,https://app.apollo.io/#/organizations/60dee037198d5700f704083e,,,,,,
Affiliated Importers Ltd,5.0,"High Point, North Carolina",Furniture,https://app.apollo.io/#/organizations/55ed7850f3e5bb6b9f00174f,,,,,,
Affiliated Parts,9.0,"Elmhurst, Illinois",Wholesale,https://app.apollo.io/#/organizations/62eb487fd9b1650001ab8a60,,,,,,
"Affinety Solutions, Inc.",5.0,"Deephaven, Minnesota","Information Technology & Services,",https://app.apollo.io/#/organizations/54a1346369702d36c9934500,,,,,,
Affinitas / Parfait,3.0,"City of Industry, California",Wholesale,https://app.apollo.io/#/organizations/5ed270cd882def00019cfec1,,,,,,
Affinity Med Spa,6.0,"Orlando, Florida","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/5e58f14b5d07ca0001c289b6,,,,,,
Affinity Sourcing,5.0,"New York, New York",Management Consulting,https://app.apollo.io/#/organizations/606511559e2077008c6c590a,,,,,,
Affinna,6.0,"Louisville, Kentucky",Events Services,https://app.apollo.io/#/organizations/62eb40b08e0eb600011d24ee,,,,,,
Affintus,2.0,"Austin, Texas",Information Technology & Services,https://app.apollo.io/#/organizations/5569392d736964211d361200,,,,,,
Affirm College,3.0,"Hamilton City, California",Education Management,https://app.apollo.io/#/organizations/65cd1a204f48f50300296c0f,,,,,,
Affirm Medical Legal Experts,10.0,"Brookfield, Wisconsin",Legal Services,https://app.apollo.io/#/organizations/61ec9079a72c3100013e33b7,,,,,,
Affirmative Action Services,1.0,"Lake Mary, Florida",Human Resources,https://app.apollo.io/#/organizations/5592051173696418ae292000,,,,,,
Affluensee Wealth Advisor Platform,1.0,"New York, New York","Online Media, Marketing & Advertising",https://app.apollo.io/#/organizations/637344d18c2a0d000176ec39,,,,,,
Afforai,4.0,"Austin, Texas",,https://app.apollo.io/#/organizations/6473caf309e0480001273efb,,,,,,
Afford Anything,10.0,"Atlanta, Georgia",Online Media,https://app.apollo.io/#/organizations/65080811220d1e0001cff97b,,,,,,
Affordable Buttons,5.0,"Rochester, Minnesota",Printing,https://app.apollo.io/#/organizations/55f5755cf3e5bb70db00238c,,,,,,
Affordable Large Properties,6.0,"Myrtle Beach, South Carolina",Real Estate,https://app.apollo.io/#/organizations/56d8aa27f3e5bb1c1d001702,,,,,,
Affordable Pet Labs,7.0,"Scottsdale, Arizona",Veterinary,https://app.apollo.io/#/organizations/633aa880431dce00a3612ad6,,,,,,
Affordable Property Solutions,4.0,"Mansfield, Connecticut",Construction,https://app.apollo.io/#/organizations/55920fcd73696418fb6f4400,,,,,,
Affordable Senior In Home Care Start Up,1.0,"Ontario, California",Hospital & Health Care,https://app.apollo.io/#/organizations/64fd03f38107540001962191,,,,,,
Affordable Siding & Windows,1.0,"DeSoto, Texas",Construction,https://app.apollo.io/#/organizations/55eab39ff3e5bb395e002143,,,,,,
Affordable Storage Containers,1.0,"Tacoma, Washington",,https://app.apollo.io/#/organizations/6548aed476b14d00010cb32f,,,,,,
Affordable Upstate,7.0,"Greenville, South Carolina",Real Estate,https://app.apollo.io/#/organizations/614e9748fe9243000170a6e9,,,,,,
Affordable Waterproofing,9.0,"New York, New York",Construction,https://app.apollo.io/#/organizations/55923d6573696419d81aea00,,,,,,
Affordit®,4.0,"Tampa, Florida",Financial Services,https://app.apollo.io/#/organizations/5e59d14430d0e80001add7f0,,,,,,
Affronti Fitness,2.0,"Rochester, New York","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/6640d4e538e2a200010e7b48,,,,,,
Affyi,3.0,"Sheridan, Wyoming",Marketing & Advertising,https://app.apollo.io/#/organizations/65fe922ed913b6000749d39c,,,,,,
Afghan Support Network,2.0,"Beaverton, Oregon",Nonprofit Organization Management,https://app.apollo.io/#/organizations/65ed4a48cebcff0007fa4053,,,,,,
Afilias Technologies Limited,1.0,"Simi Valley, California",,https://app.apollo.io/#/organizations/640860e627588c0001374eb7,,,,,,
AflexX,2.0,"Fort Lauderdale, Florida",Medical Devices,https://app.apollo.io/#/organizations/5e57a05b0c206a00016ca5ed,,,,,,
"Afonza, LLC",6.0,"Smyrna, Georgia",,https://app.apollo.io/#/organizations/54a1350569702d352f5ba200,,,,,,
Africa Classroom Connection,6.0,"Minneapolis, Minnesota",Nonprofit Organization Management,https://app.apollo.io/#/organizations/54a1352569702d317007c400,,,,,,
African Trade,8.0,"Port Washington, New York",Marketing & Advertising,https://app.apollo.io/#/organizations/61279646cc82b700a44c2d8f,,,,,,
African Ubora,2.0,"Beverly Hills, California",Online Media,https://app.apollo.io/#/organizations/5e5618402e546f000197620d,,,,,,
AfroAnimation,2.0,"Fort McCoy, Florida",Animation,https://app.apollo.io/#/organizations/60f64bd16369750001f94095,,,,,,
Afrowatch,4.0,"Los Angeles, California","Information Technology & Services,",https://app.apollo.io/#/organizations/60b28be430c5a00001364d91,,,,,,
After Ego Death,1.0,"Santa Monica, California",Online Media,https://app.apollo.io/#/organizations/663ee4dc5164a2000110a7a6,,,,,,
Afterburner.Group,1.0,"Cypress, Texas",Management Consulting,https://app.apollo.io/#/organizations/54a1ac9274686940122ad506,,,,,,
Afterschool Labs,5.0,"Huntsville, Alabama",Government Administration,https://app.apollo.io/#/organizations/5e56a211aabd0c0001fd1e22,,,,,,
Afterword,4.0,"New York, New York",,https://app.apollo.io/#/organizations/5da38feb4eaeb1000185f56a,,,,,,
Afton Consulting Group,2.0,"Yardley, Pennsylvania","Human Resources, Staffing & Recruiting",https://app.apollo.io/#/organizations/5b1372e8a6da98dce2e90d6a,"At Afton Consulting Group, we pride ourselves on being the leading executive search firm serving the pharmaceutical and biotechnology sectors. With a deep understanding of the unique dynamics of these industries, we are dedicated to identifying, engaging, and placing the brightest talents into positions where they can drive innovation and growth. Beyond our unparalleled executive search services, we offer tailored solutions in advisory for recruitment strategies, analytics to decipher recruitment data, and training to elevate the capabilities of internal recruiting teams. Whether it's crafting a strategic hiring plan, deriving actionable insights from recruitment metrics, or honing the skills of your recruitment staff, our expert consultants stand ready to empower your hiring process. Harness the power of strategic talent acquisition and world-class industry insights with Afton Consulting Group. Your partner in executive search.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Android
Frameworks and Programming Languages
Basis
Advertising Networks
Bullhorn
Recruitment
Circle
Financial Software
Data Analytics
Analytics and Tracking
Dropbox
Cloud Services
Flutter
Frameworks and Programming Languages
Gmail
Email Providers
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Font API
Fonts
Google Tag Manager
Tag Management
Hotjar
Analytics and Tracking
IoT
Other
Laravel
Frameworks and Programming Languages
Mobile Friendly
Other
Myob
Financial Software
Nginx
Load Balancers
Python
Frameworks and Programming Languages
Remote
Other
Render
Other
Reviews
Customer Reviews
SharePoint
CMS
Shutterstock
Other
WordPress.org
CMS
Wordpress.com
CMS
reCAPTCHA
Captcha",,,,
Afton Tickets Inc.,7.0,"Portland, Oregon",Events Services,https://app.apollo.io/#/organizations/5e57f213a8de090001e83e81,,,,,,
Afuera Coffee Co.,1.0,"Greenwich, Connecticut",Food & Beverages,https://app.apollo.io/#/organizations/62eb4a794f467100019565b6,,,,,,
Ag Access,7.0,"Steelville, Missouri",Market Research,https://app.apollo.io/#/organizations/5f57b2eaefae7300cb666a0f,,,,,,
Ag Astra,4.0,"Pratt, Kansas",Financial Services,https://app.apollo.io/#/organizations/5e578f67bd15ea0001521f8b,,,,,,
Ag Electrical Services,1.0,"Elroy, Wisconsin",Paper & Forest Products,https://app.apollo.io/#/organizations/57c4f575a6da986ab10c81c9,,,,,,
Ag Muscle®,1.0,"Katy, Texas",Management Consulting,https://app.apollo.io/#/organizations/5fc9e9c47077c00001fefbe9,,,,,,
Ag Proz,4.0,"Fresno, California",Marketing & Advertising,https://app.apollo.io/#/organizations/5e56ede020e7010001bd892a,,,,,,
Ag View Solutions,6.0,"Rowley, Iowa",Farming,https://app.apollo.io/#/organizations/5e578072289546000158cb7c,,,,,,
AgFunnel,1.0,"Saint Petersburg, Florida",Farming,https://app.apollo.io/#/organizations/618a488baa4fec00f6b944f1,,,,,,
Agape Christi Academy,6.0,"Eden Prairie, Minnesota",,https://app.apollo.io/#/organizations/65a2dcf238847b0001c0bd11,,,,,,
Agape House of Prescott,9.0,"Prescott, Arizona",Nonprofit Organization Management,https://app.apollo.io/#/organizations/5f483c45afd84a00019feb25,,,,,,
"Agape Ministries, Inc",1.0,"Saint Marys, Ohio",,https://app.apollo.io/#/organizations/64825012c64a04000170f578,,,,,,
Agape Studio,1.0,"New York, New York",Media Production,https://app.apollo.io/#/organizations/65e51e9c51b81d00072339b2,,,,,,
Agapetec,2.0,"Lake Dallas, Texas",Information Technology & Services,https://app.apollo.io/#/organizations/614f69b5a0908300019d600f,,,,,,
Agapé-IT,2.0,"Lompoc, California",Computer & Network Security,https://app.apollo.io/#/organizations/54a1275969702db648994500,,,,,,
Agave® Systems,5.0,"San Juan Capistrano, California",Utilities,https://app.apollo.io/#/organizations/5b841532324d440e571798c4,,,,,,
"Agcor, by AQUAOSO Technologies, PBC",9.0,"Denver, Colorado",Information Technology & Services,https://app.apollo.io/#/organizations/5a9ec1c1a6da98d966474313,,,,,,
Agdaptive,1.0,"Boston, Massachusetts",Farming,https://app.apollo.io/#/organizations/5b875a77f874f70e789d0612,,,,,,
Age Friendly Ventures,5.0,"Waltham, Massachusetts",,https://app.apollo.io/#/organizations/5da3b0cab2e45800011b454d,,,,,,
Age Inclusion in Media,1.0,"West Hollywood, California",Entertainment,https://app.apollo.io/#/organizations/640d8b7896e3150001b0b6a2,,,,,,
Age Well Life Care Solutions,1.0,"Rolling Hills Estates, California",Individual & Family Services,https://app.apollo.io/#/organizations/5da300450221a10001e6b269,,,,,,
Age of Radio,4.0,"Glendale, Arizona",Media Production,https://app.apollo.io/#/organizations/5e568fbb2e546f0001047d20,,,,,,
Age-Friendly Institute,6.0,"Waltham, Massachusetts",Research,https://app.apollo.io/#/organizations/60ca1b3a6e99d400daae3526,"Find Age-Friendly resources based on user reviews and expert advice help older adults places to live, work, and get care The term ""Age-Friendly"" describes environments that promote access to services and opportunities for people as they age and that prioritize the inclusion and participation of older adults in all aspects of life. It is now commonly used to describe successful approaches to improving quality outcomes for older adults in communities, workplaces, health systems and other settings. Founded in 2019, the Age-Friendly Institute elevates those age-friendly initiatives and provides a first of its kind platform for capturing feedback about them from older adults: the consumer website www.AgeFriendly.com. Working with our partners around the world, we harness what we learn when we listen to the voices of older adults to inform continuous age-friendly program improvement and accelerate enhanced quality of life and care for older adults.","Technology Insights Settings
Hubspot
Marketing Automation
Salesforce
Customer Relationship Management
Ad Unit 300 x 250
Other
Amazon SES
Email Delivery
Bing Ads
Advertising Networks
CloudFlare Hosting
Hosting
Cloudflare DNS
Domain Name Services
CrazyEgg
Analytics and Tracking
DoubleClick
Ad Servers
DoubleClick Conversion
Advertising Networks
Facebook Custom Audiences
Retargeting
Facebook Login (Connect)
Social Login
Facebook Widget
Widgets
Gmail
Email Providers
Google AdSense
Advertising Networks
Google AdWords Conversion
Advertising Networks
Google Analytics
Analytics and Tracking
Google Apps
Other
Google Dynamic Remarketing
Retargeting
Google Font API
Fonts
Google Maps
Other
Google Maps (Non Paid Users)
Other
Google Tag Manager
Tag Management
Gravity Forms
Hosted Forms
Hotjar
Analytics and Tracking
Mobile Friendly
Other
New Relic
Web Performance Monitoring
Remote
Other
Render
Other
Reviews
Customer Reviews
Ruby On Rails
Frameworks and Programming Languages
Stripe
Payments
SumoMe
Widgets
Vimeo
Online Video Platforms
WP Engine
CMS
WordPress.org
CMS
YouTube
Online Video Platforms
reCAPTCHA
Captcha",http://www.agefriendly.com/,http://www.linkedin.com/company/age-friendly-institute,,
Age-Friendly Vibes,1.0,"Denver, Colorado",Retail,https://app.apollo.io/#/organizations/65ba145eb6e9870001fc44a4,,,,,,
AgeWise Colorado,6.0,"Denver, Colorado",Individual & Family Services,https://app.apollo.io/#/organizations/615e9e12dfd36c000166c8e5,,,,,,
Agee Chiropractic Clinic,4.0,"Ashland, Ohio","Health, Wellness & Fitness,",https://app.apollo.io/#/organizations/5500b6227369647a3b7a1800,,,,,,
Ageless Aesthetics & Natural Medicine,1.0,"Portland, Oregon","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/615bca805a576600012ab58b,,,,,,
Ageless Skye Resources,10.0,"Harrison, New York",Staffing & Recruiting,https://app.apollo.io/#/organizations/6381fd33d0f17300fc944d96,,,,,,
Agenacare Community Medicine,2.0,"Roanoke, Virginia",Hospital & Health Care,https://app.apollo.io/#/organizations/62eb55457b2e640001f8c6ed,,,,,,
Agence de Controle Technique Internationale,1.0,"Boys Town, Nebraska",,https://app.apollo.io/#/organizations/55ea8e60f3e5bb7b2c0004d9,,,,,,
Agencies 2 Inbound,2.0,"Fort Washington, Pennsylvania",Management Consulting,https://app.apollo.io/#/organizations/55ed4bd1f3e5bb6b9f0003c3,,,,,,
Agency,1.0,"West Hollywood, California",Marketing & Advertising,https://app.apollo.io/#/organizations/61eba6dd2dd1af0001a98e6c,,,,,,
Agency 102,8.0,"Baltimore, Maryland",Marketing & Advertising,https://app.apollo.io/#/organizations/612a41dc195d3d00016be5c6,"Woman-owned content and digital marketing agency based in Baltimore, Maryland. We do the work to understand what will attract, nurture, and convert your customers. Agency 102 is a certified woman-owned agency empowering businesses of all sizes with effective digital marketing solutions. Whether you're a financial firm, a small mom-and-pop shop, or a government entity, we're here to support you along your journey. Our small agency setup is designed to be the perfect fit for businesses seeking a marketing partner that delivers: Data-driven Digital Marketing Strategies: We leverage analytics and insights to drive long-term growth. A Team of Content Specialists: Our approach blends innovation with tried-and-true methods like SEO and social media marketing to ensure your brand stands out online. An Engaged Network of Local Businesses and Community Advocates: We can connect your brand with our network to foster trust and engagement in the community. A Comprehensive Network of Trusted Marketing Specialists: These connections enable us to provide a wide range of marketing services to meet your unique needs.","Technology Insights Settings
Hubspot
Marketing Automation
AI
Other
Amazon AWS
Hosting
Basis
Advertising Networks
Blue Host
Hosting
Canva
Content Management Platform
Circle
Financial Software
Data Analytics
Analytics and Tracking
Data Storage
Other
Gmail
Email Providers
Google Apps
Other
Google Font API
Fonts
Google Tag Manager
Tag Management
Linkedin Marketing Solutions
Advertising Networks
Magento
E-commerce Platforms
MailChimp
Email Marketing
Micro
Other
Mobile Friendly
Other
Nginx
Load Balancers
Patreon
Content Management Platform
Phoenix
Frameworks and Programming Languages
Proofpoint
Security
Python
Frameworks and Programming Languages
Remote
Other
Render
Other
Reviews
Customer Reviews
Semrush
Other
TikTok
Other
Vimeo
Online Video Platforms
Vzaar
Online Video Platforms
WordPress.org
CMS
YouTube
Online Video Platforms
reCAPTCHA
Captcha",http://www.agency102.com/,http://www.linkedin.com/company/agency102,https://www.facebook.com/Agency102,
Agency 2.0 — Crowdfunding Marketing Accelerator,8.0,"Austin, Texas",Marketing & Advertising,https://app.apollo.io/#/organizations/54a12b2569702d9313d08e02,,,,,,
Agency 415,1.0,"San Francisco, California",Information Technology & Services,https://app.apollo.io/#/organizations/556d2cfb736964122f09ae00,,,,,,
Agency 50,10.0,"Richardson, Texas",Marketing & Advertising,https://app.apollo.io/#/organizations/559227a373696425296a2000,,,,,,
Agency 8200,6.0,"New York, New York",Marketing & Advertising,https://app.apollo.io/#/organizations/5f495a570a1220000186a54c,,,,,,
Agency Appeal,1.0,"Cranston, Rhode Island",Marketing & Advertising,https://app.apollo.io/#/organizations/57c50287a6da986a1f19647e,,,,,,
Agency CPAs,2.0,"New York, New York",Accounting,https://app.apollo.io/#/organizations/5da40046f2979300011e0df6,,,,,,
Agency McKenna,9.0,"Chicago, Illinois",Marketing & Advertising,https://app.apollo.io/#/organizations/5fc8b5bfc3088100018234e7,,,,,,
