Company,Employees,Company Location,Industry,Company URL,Descripcion,Technologies
Unified Health Plan,3.0,"Wichita, Kansas",Insurance,https://app.apollo.io/#/organizations/64f5623fc1f762000116fb4e,no tiene descripción,no tiene technologies
Vital Talent,9.0,"Raleigh, North Carolina","Professional Training & Coaching,",https://app.apollo.io/#/organizations/5e57d38c1e1aa100018e6bed,no tiene descripción,no tiene technologies
Infosynapsys Technologies,3.0,"Cumming, Georgia",Information Technology & Services,https://app.apollo.io/#/organizations/5e57df5da4128d0001c96b58,no tiene descripción,no tiene technologies
OGroupLLC,2.0,"New York, US",Financial Services,https://app.apollo.io/#/organizations/5e57fb5ba8de090001fade0a,no tiene descripción,no tiene technologies
Real People Ops,1.0,"New York, New York",Human Resources,https://app.apollo.io/#/organizations/6417b9b46bec040001370875,no tiene descripción,no tiene technologies
CDL PowerSuite™,4.0,"Spokane Valley, Washington",Transportation/trucking/railroad,https://app.apollo.io/#/organizations/61ec508edb4ec80001ec9cf3,no tiene descripción,no tiene technologies
Journey Golf Carts,7.0,"Greenville, Texas",Retail,https://app.apollo.io/#/organizations/5fe456be6ae3bc00bec7b06e,no tiene descripción,no tiene technologies
Palladiem LLC,4.0,"Malvern, Pennsylvania",Investment Management,https://app.apollo.io/#/organizations/54a1233e69702d8aa1a04403,no tiene descripción,no tiene technologies
Kansas State Rifle Association,4.0,"Topeka, Kansas",Civic & Social Organization,https://app.apollo.io/#/organizations/54a135ab69702d3e838ecc00,no tiene descripción,no tiene technologies
Sweet Defeat,3.0,"New York, New York","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/5b84938cf874f74e4d81adc4,no tiene descripción,no tiene technologies
The DBC Industry Calendar®,2.0,"New York, New York",Marketing & Advertising,https://app.apollo.io/#/organizations/61eb9a68bb1f2100012aac3f,no tiene descripción,no tiene technologies
"Marijuana Software, LLC",2.0,"Portland, Oregon",Information Technology & Services,https://app.apollo.io/#/organizations/5e568bc718a63800013ded7f,no tiene descripción,no tiene technologies
Cassanas,10.0,"Miami, Florida",Real Estate,https://app.apollo.io/#/organizations/5e56efa96adbfe0001515a53,no tiene descripción,no tiene technologies
Privily,3.0,"Houston, Texas",Information Technology & Services,https://app.apollo.io/#/organizations/5a9daed8a6da98d954db5323,no tiene descripción,no tiene technologies
COCRS,5.0,"Littleton, Colorado",Real Estate,https://app.apollo.io/#/organizations/5a9ea6f4a6da98d938bbdda7,no tiene descripción,no tiene technologies
Recruit PNW,10.0,"Seattle, Washington",Staffing & Recruiting,https://app.apollo.io/#/organizations/61490d81a223aa00a400f259,no tiene descripción,no tiene technologies
ServiceDemand,3.0,"Frisco, Texas",Construction,https://app.apollo.io/#/organizations/5e55e4218c03710001e9bf33,no tiene descripción,no tiene technologies
Worksense AI,3.0,"San Francisco, California",,https://app.apollo.io/#/organizations/664b08fd16000b04a4e61b3f,no tiene descripción,no tiene technologies
Art For Your Cause,3.0,"Dallas, Texas",Apparel & Fashion,https://app.apollo.io/#/organizations/5ed0b82e783ea600015db0e6,no tiene descripción,no tiene technologies
Fraudmarc,5.0,"Atlanta, Georgia","Information Technology & Services,",https://app.apollo.io/#/organizations/57c490eea6da9815993832ae,no tiene descripción,no tiene technologies
GeoArm Security (GeoAlarm),3.0,"West Palm Beach, Florida",Security & Investigations,https://app.apollo.io/#/organizations/5d334c1e80f93eb44d4f2924,no tiene descripción,no tiene technologies
Entente Marketing,1.0,"Battle Lake, Minnesota","Online Media, Marketing & Advertising",https://app.apollo.io/#/organizations/54a11b6069702d77c2c23700,no tiene descripción,no tiene technologies
Narrow Aisle Inc,3.0,"Dallas, Texas",Warehousing,https://app.apollo.io/#/organizations/5f48aa30d406c80001fcf513,no tiene descripción,no tiene technologies
PC Geeks,8.0,"Columbus, Ohio",Information Technology & Services,https://app.apollo.io/#/organizations/54a128b169702d979c5c4001,no tiene descripción,no tiene technologies
Fulfillment CO,2.0,"Colorado Springs, Colorado",,https://app.apollo.io/#/organizations/60f2e7046bad3e00014a79d3,no tiene descripción,no tiene technologies
Upfront,7.0,"Phoenix, Arizona","Professional Training & Coaching,",https://app.apollo.io/#/organizations/5b86981a324d440f12fc27cc,no tiene descripción,no tiene technologies
10x Ascend,5.0,"New York, New York",Information Technology & Services,https://app.apollo.io/#/organizations/5b83edf4324d44699c0573df,no tiene descripción,no tiene technologies
NWIC Inc.,8.0,"Ontario, California","Wireless, Information Technology & Services",https://app.apollo.io/#/organizations/5e580bd13f9e640001a4b049,no tiene descripción,no tiene technologies
Veriha Logistics,4.0,"Marinette, Wisconsin",,https://app.apollo.io/#/organizations/5ed5b16c2419f600010f3c39,no tiene descripción,no tiene technologies
Ez Trim Harvesting,8.0,"Broomfield, Colorado","Farming, Agriculture",https://app.apollo.io/#/organizations/5da46f51988bdd0001f3121b,no tiene descripción,no tiene technologies
"NonOpWells, Inc (NOW)",3.0,"Houston, Texas",Oil & Energy,https://app.apollo.io/#/organizations/63b409eef702100001994e5e,no tiene descripción,no tiene technologies
North Carolina Urban Forest Council,2.0,"Raleigh, North Carolina",Farming,https://app.apollo.io/#/organizations/54a1361a69702d3e838fe100,no tiene descripción,no tiene technologies
My Job Depends on Ag Magazine,8.0,"Bakersfield, California",Publishing,https://app.apollo.io/#/organizations/5e560c1e8ee16e00019d0cc5,no tiene descripción,no tiene technologies
The Echelon by Amie Teske,5.0,"Overland Park, Kansas",Management Consulting,https://app.apollo.io/#/organizations/5a9e8e4da6da98d9977ca953,no tiene descripción,no tiene technologies
"Liberty Bail Bonds & Legal Services, LLC",4.0,"Brandon, Mississippi",Legal Services,https://app.apollo.io/#/organizations/665461fec0d3c40001b85449,no tiene descripción,no tiene technologies
Liz Donahey,1.0,"San Francisco, California",Professional Training & Coaching,https://app.apollo.io/#/organizations/6502a8094bd50e0001a7e513,no tiene descripción,no tiene technologies
DataStock,9.0,"Lewes, Delaware",Information Technology & Services,https://app.apollo.io/#/organizations/5e572f5f3c1bf5000145c0eb,no tiene descripción,no tiene technologies
FreightNShipping,4.0,"Clearwater, Florida",Transportation/trucking/railroad,https://app.apollo.io/#/organizations/54a134e469702d333da78800,no tiene descripción,no tiene technologies
LaunchJuice LLC,1.0,"San Francisco, California",Food & Beverages,https://app.apollo.io/#/organizations/62c4987b19d5ce00a3cb0b47,no tiene descripción,no tiene technologies
FinTactical,4.0,"Wooster, Ohio",Financial Services,https://app.apollo.io/#/organizations/6473c2e5e2145c0001655bc3,no tiene descripción,no tiene technologies
"Cornerstone Wealth Management Partners, PC - LPL Financial",4.0,"Kalispell, Montana","Financial Services, Investment Management",https://app.apollo.io/#/organizations/54a12a5669702d8b198b8b02,no tiene descripción,no tiene technologies
"Madrone | Craft Cannabis from Mendocino, CA",4.0,"Mendocino, California",Consumer Goods,https://app.apollo.io/#/organizations/5da66f5d75e74b0001b887e1,no tiene descripción,no tiene technologies
Datum FS,6.0,"Sarasota, Florida",Restaurants,https://app.apollo.io/#/organizations/6359f82b0d9c4200ce612227,no tiene descripción,no tiene technologies
RUNWAY BUY,5.0,"New York, New York",Apparel & Fashion,https://app.apollo.io/#/organizations/57c4f909a6da986a27501b69,no tiene descripción,no tiene technologies
Movemint Real Estate,2.0,"Seattle, Washington",Real Estate,https://app.apollo.io/#/organizations/63b19abaf38f1e0001bf9c68,no tiene descripción,no tiene technologies
"Maine Labpack, Inc.",7.0,"South Portland, Maine",Environmental Services,https://app.apollo.io/#/organizations/55921f447369642393092400,no tiene descripción,no tiene technologies
Lectron Fuel Systems,9.0,"Boerne, Texas",Automotive,https://app.apollo.io/#/organizations/5f449db799ac2f000121d26d,no tiene descripción,no tiene technologies
Logic Impact Group | Asset & Project Management - Commercial Real Estate Advisors,3.0,"Hartford, Connecticut",Real Estate,https://app.apollo.io/#/organizations/6402f33894cd890001376cc2,no tiene descripción,no tiene technologies
Clean Power Club,3.0,"Baltimore, Maryland",Renewables & Environment,https://app.apollo.io/#/organizations/6263ee468d6e8d00012ec1ee,no tiene descripción,no tiene technologies
Corporate Conversions,6.0,"Grand Rapids, Michigan",Marketing & Advertising,https://app.apollo.io/#/organizations/5f3f76db0d694d000102ec17,no tiene descripción,no tiene technologies
DUMAC - RORC,4.0,"East Syracuse, New York",Information Technology & Services,https://app.apollo.io/#/organizations/54a1340469702d333d830d00,no tiene descripción,no tiene technologies
Key Marketing Group est. 2002,1.0,"San Diego, California",Marketing & Advertising,https://app.apollo.io/#/organizations/5f43307f2352470001e1f426,no tiene descripción,no tiene technologies
"Javelin Securities, LLC",2.0,"New York, New York",Capital Markets,https://app.apollo.io/#/organizations/5fc91fe8898e52000146377d,no tiene descripción,no tiene technologies
Capital At Play,5.0,"Asheville, North Carolina",Publishing,https://app.apollo.io/#/organizations/54a1343e69702d31707d4200,no tiene descripción,no tiene technologies
Voice Automated,4.0,"Rancho Santa Margarita, California",Hospital & Health Care,https://app.apollo.io/#/organizations/54a128db69702dc128601b01,no tiene descripción,no tiene technologies
"MetaMAP, Inc.",2.0,"Lexington, Kentucky",Information Technology & Services,https://app.apollo.io/#/organizations/54a128ca69702db8788a1d01,no tiene descripción,no tiene technologies
Glycyx,3.0,"San Francisco, California","Pharmaceuticals, Hospital & Health Care",https://app.apollo.io/#/organizations/60af3bfd01fa160001028704,no tiene descripción,no tiene technologies
Brewer International,8.0,"Vero Beach, Florida",Chemicals,https://app.apollo.io/#/organizations/5da27515df00c50001e9a48d,no tiene descripción,no tiene technologies
Mental Makeover,9.0,"Salem, Massachusetts","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/6403c51ab314450001ee847c,no tiene descripción,no tiene technologies
2100 Digital,7.0,"Wauwatosa, Wisconsin",Marketing & Advertising,https://app.apollo.io/#/organizations/5fc7dcef238f75008cc0034f,no tiene descripción,no tiene technologies
"SpecializedRx Products, LLC",7.0,"Circle Pines, Minnesota",Medical Devices,https://app.apollo.io/#/organizations/5e5649070d216f0001438ead,no tiene descripción,no tiene technologies
OEM Data Delivery,2.0,"Shelton, Connecticut",Electrical/electronic Manufacturing,https://app.apollo.io/#/organizations/54a12a2b69702d979cc80402,no tiene descripción,no tiene technologies
"Neufeld, Kleinberg & Pinkiert, PA",9.0,"Miami, Florida","Law Practice, Legal Services",https://app.apollo.io/#/organizations/5d3220d380f93e38f81f1a7d,no tiene descripción,no tiene technologies
80/20 Agency,8.0,"Bloomington, Indiana",Marketing & Advertising,https://app.apollo.io/#/organizations/5a9ec327a6da98d9852e3e25,no tiene descripción,no tiene technologies
Restoration-OS,2.0,"Paducah, Kentucky",Information Technology & Services,https://app.apollo.io/#/organizations/65b2b58aa4f1a3042c53c9e2,no tiene descripción,no tiene technologies
Business System Solutions Inc. (BSSI),10.0,"Lancaster, Ohio","Computer Networking,",https://app.apollo.io/#/organizations/54a2664174686930c2e30120,no tiene descripción,no tiene technologies
Influent Network,3.0,"Omaha, Nebraska",Online Media,https://app.apollo.io/#/organizations/655f20576a927e000154578f,no tiene descripción,no tiene technologies
EXHIBIT EXPRESSIONS,7.0,"Dallas, Georgia",Events Services,https://app.apollo.io/#/organizations/5da3d0c2d97e830001e054e4,no tiene descripción,no tiene technologies
Advanced Training Systems LLC,9.0,"Saint Petersburg, Florida",Transportation/trucking/railroad,https://app.apollo.io/#/organizations/6574e0ad06ba7d0001816a96,no tiene descripción,no tiene technologies
One Bridge - By One Stone Capital,6.0,"Boston, Massachusetts",,https://app.apollo.io/#/organizations/64c66f9e29217f000151a295,no tiene descripción,no tiene technologies
Micargi Bicycles,7.0,"South El Monte, California",Sporting Goods,https://app.apollo.io/#/organizations/54a1fd1a74686930c29d4303,no tiene descripción,no tiene technologies
22 Sierra Coffee Co.™,3.0,"Mount Vernon, New York",Retail,https://app.apollo.io/#/organizations/5fc838e5b529540001ed2874,no tiene descripción,no tiene technologies
Pacific Bay Recovery,8.0,"San Diego, California",Mental Health Care,https://app.apollo.io/#/organizations/57c4f954a6da986ab620f2f7,no tiene descripción,no tiene technologies
Convo - Sales Simulation,2.0,"Garden City, Idaho",Information Technology & Services,https://app.apollo.io/#/organizations/6321b0de9d5c9400014c181e,no tiene descripción,no tiene technologies
Finwello,4.0,"Atlanta, Georgia",Financial Services,https://app.apollo.io/#/organizations/5e579281b906a4000185a3e0,no tiene descripción,no tiene technologies
Synchro,7.0,"Berkeley, California","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/5b147ffaa6da98712ebf8c82,no tiene descripción,no tiene technologies
ManifestRx,3.0,"Greer, South Carolina",Pharmaceuticals,https://app.apollo.io/#/organizations/61ec44e0b03563000110733d,no tiene descripción,no tiene technologies
GPS Fleet Management Solutions,6.0,"Raleigh, North Carolina",Transportation/trucking/railroad,https://app.apollo.io/#/organizations/5ed49737e8e64900015df849,no tiene descripción,no tiene technologies
ITECK Solutions,9.0,"Washington, District of Columbia",Information Technology & Services,https://app.apollo.io/#/organizations/56e0a73df3e5bb68e2000bae,no tiene descripción,no tiene technologies
CoreMedia User Group,2.0,"Myrtle Point, Oregon",Information Technology & Services,https://app.apollo.io/#/organizations/64788225af81b800ad19de9c,no tiene descripción,no tiene technologies
Near,5.0,"Raleigh, North Carolina",,https://app.apollo.io/#/organizations/5fcb0a2d5ca35a00012bd1b1,no tiene descripción,no tiene technologies
ArkCybr,1.0,"Cincinnati, Ohio","Information Technology & Services,",https://app.apollo.io/#/organizations/62b545c1622721000115e5b1,no tiene descripción,no tiene technologies
Hiram Capital,2.0,"Leawood, Kansas",Investment Management,https://app.apollo.io/#/organizations/60c74ed51278be008c248865,no tiene descripción,no tiene technologies
Xcyte Digital Corporation,10.0,"Pompano Beach, Florida",Events Services,https://app.apollo.io/#/organizations/6286544babf81100a53f6e7e,no tiene descripción,no tiene technologies
CrestTec,9.0,"Austin, Texas",Semiconductors,https://app.apollo.io/#/organizations/5a9deec4a6da98d93568afb3,no tiene descripción,no tiene technologies
NKENNE,8.0,"Portland, Maine",E-learning,https://app.apollo.io/#/organizations/625408a69a6bd700a5d01cc8,no tiene descripción,no tiene technologies
KWEV,5.0,"Tempe, Arizona",Facilities Services,https://app.apollo.io/#/organizations/59bbac24a6da98e6e7ee3e7c,no tiene descripción,no tiene technologies
